_id,ASSISTANCE_YEAR,ASSISTANCE_TERM,UNIVERSITY,AGE,COUNTY,NUMBER_OF_STUDENTS
19435,2019,1,Gebze Teknik Üniversitesi,23,KARTAL,5
19436,2020,1,Beykent Üniversitesi,24,ESENYURT,1
19437,2020,1,Beykent Üniversitesi,19,BEŞİKTAŞ,1
19438,2020,1,Sakarya Uygulamalı Bilimler Üniversitesi,20,BEYLİKDÜZÜ,1
19439,2020,1,Van Yüzüncü Yıl Üniversitesi,24,BAĞCILAR,2
19440,2019,2,Nişantaşı Üniversitesi,21,ARNAVUTKÖY,2
19441,2019,2,Niğde Ömer Halisdemir,23,ZEYTİNBURNU,1
19442,2020,1,Yozgat Bozok Üniversitesi,19,SANCAKTEPE,2
19443,2020,1,Burdur Mehmet Akif Ersoy Üniversitesi,22,SULTANGAZİ,1
19444,2019,2,Tekirdağ Namık Kemal,24,KARTAL,1
19445,2020,1,İstanbul Atlas Üniversitesi,19,BAĞCILAR,2
19446,2020,1,Çanakkale Onsekiz Mart Üniversitesi,19,BAHÇELİEVLER,8
19447,2020,1,Ankara Üniversitesi,23,SİLİVRİ,1
19448,2020,1,Marmara Üniversitesi,20,PENDİK,38
19449,2020,1,Ağrı İbrahim Çeçen Üniversitesi,21,AVCILAR,1
19450,2020,1,İstanbul Teknik Üniversitesi,19,BAHÇELİEVLER,2
19451,2019,2,İstanbul Teknik Üniversitesi,19,BAĞCILAR,3
19452,2020,1,Gümüşhane Üniversitesi,18,PENDİK,1
19453,2020,1,Bolu Abant İzzet Baysal Üniversitesi,20,KADIKÖY,1
19454,2019,2,İstanbul Rumeli Üniversitesi,21,BEYLİKDÜZÜ,1
19455,2019,2,Manisa Celâl Bayar Üniversitesi,22,BEYKOZ,1
19456,2019,2,Aydın Adnan Menderes,23,ESENYURT,1
19457,2020,1,Atatürk Üniversitesi,23,SİLİVRİ,1
19458,2020,1,Aydın Adnan Menderes,21,GAZİOSMANPAŞA,1
19459,2019,2,Nişantaşı Üniversitesi,20,BAHÇELİEVLER,1
19460,2019,2,Ege Üniversitesi,24,BAĞCILAR,1
19461,2020,1,Bezm-İ Âlem Vakıf Üniversitesi,20,ARNAVUTKÖY,1
19462,2020,1,Kocaeli Üniversitesi,18,AVCILAR,1
19463,2019,1,Karabük Üniversitesi,25,BAĞCILAR,3
19464,2019,1,Atatürk Üniversitesi,21,KÜÇÜKÇEKMECE,2
19465,2019,2,Demiroğlu Bilim Üniversitesi,19,BAĞCILAR,1
19466,2020,1,Bahçeşehir Üniversitesi,19,ESENYURT,1
19467,2020,1,Selçuk Üniversitesi,24,SANCAKTEPE,1
19468,2020,1,İstanbul Ticaret Üniversitesi,19,KÜÇÜKÇEKMECE,1
19469,2020,1,Süleyman Demirel Üniversitesi,18,PENDİK,1
19470,2020,1,Sakarya Üniversitesi,20,MALTEPE,5
19471,2019,2,Çanakkale Onsekiz Mart Üniversitesi,24,GAZİOSMANPAŞA,1
19472,2019,2,Burdur Mehmet Akif Ersoy Üniversitesi,22,ESENYURT,1
19473,2020,1,Çukurova Üniversitesi,19,BEYLİKDÜZÜ,1
19474,2020,1,Sakarya Uygulamalı Bilimler Üniversitesi,21,ÜSKÜDAR,2
19475,2020,1,Ondokuz Mayıs Üniversitesi,22,BAŞAKŞEHİR,1
19476,2019,2,Adıyaman Üniversitesi,22,SULTANBEYLİ,1
19477,2020,1,Afyon Kocatepe Üniversitesi,24,SARIYER,1
19478,2019,1,Marmara Üniversitesi,25,PENDİK,2
19479,2019,2,Kahramanmaraş Sütçü İmam Üniversitesi,22,SANCAKTEPE,2
19480,2020,1,İstanbul Kent Üniversitesi,19,SULTANBEYLİ,1
19481,2019,1,Muğla Sıtkı Koçman Üniversitesi,21,ÇATALCA,1
19482,2019,2,Fırat Üniversitesi,24,SULTANGAZİ,1
19483,2020,1,İstanbul Esenyurt Üniversitesi,19,AVCILAR,2
19484,2019,2,İstanbul Üniversitesi,21,EYÜPSULTAN,6
19485,2020,1,İstanbul Teknik Üniversitesi,24,SARIYER,4
19486,2019,2,Pamukkale Üniversitesi,23,ÜMRANİYE,1
19487,2019,2,Kastamonu Üniversitesi,19,BEYLİKDÜZÜ,1
19488,2020,1,İstanbul Şişli Meslek Yüksekokulu,18,BAŞAKŞEHİR,1
19489,2020,1,Eskişehir Teknik Üniversitesi,22,AVCILAR,1
19490,2019,1,Bilecik Şeyh Edebali Üniversitesi,21,ÜSKÜDAR,2
19491,2020,1,Hacettepe Üniversitesi,19,SULTANGAZİ,4
19492,2020,1,Kocaeli Üniversitesi,21,GAZİOSMANPAŞA,7
19493,2020,1,Türk-Alman Üniversitesi,19,ÜSKÜDAR,3
19494,2019,2,Ankara Hacı Bayram Veli Üniversitesi,23,BAĞCILAR,1
19495,2019,2,Dokuz Eylül Üniversitesi,20,SARIYER,2
19496,2019,2,Trakya Üniversitesi,26,SULTANGAZİ,1
19497,2020,1,Sinop Üniversitesi,22,ZEYTİNBURNU,1
19498,2020,1,Niğde Ömer Halisdemir,21,KAĞITHANE,1
19499,2020,1,Dokuz Eylül Üniversitesi,24,KARTAL,1
19500,2019,2,İstanbul Bilgi Üniversitesi,19,MALTEPE,1
19501,2019,2,Tekirdağ Namık Kemal,23,ZEYTİNBURNU,1
19502,2019,2,Aydın Adnan Menderes,20,BAĞCILAR,1
19503,2020,1,Karadeniz Teknik Üniversitesi,22,EYÜPSULTAN,1
19504,2019,2,İstanbul Medeniyet Üniversitesi,22,BEYLİKDÜZÜ,2
19505,2019,2,Gümüşhane Üniversitesi,24,BAĞCILAR,1
19506,2020,1,Alanya Hamdullah Emin Paşa Üniversitesi,21,SULTANGAZİ,1
19507,2019,1,Sağlık Bilimleri Üniversitesi,21,GÜNGÖREN,2
19508,2020,1,Erciyes Üniversitesi,20,ESENLER,2
19509,2019,2,Burdur Mehmet Akif Ersoy Üniversitesi,22,ÜSKÜDAR,1
19510,2019,2,Trakya Üniversitesi,24,ARNAVUTKÖY,1
19511,2020,1,Marmara Üniversitesi,21,ÜMRANİYE,43
19512,2019,2,Süleyman Demirel Üniversitesi,20,SULTANBEYLİ,1
19513,2020,1,Mef Üniversitesi,20,BAĞCILAR,1
19514,2020,1,Lefke Avrupa Üniversitesi,21,BAHÇELİEVLER,1
19515,2020,1,Tekirdağ Namık Kemal,21,BEYOĞLU,2
19516,2020,1,Biruni Üniversitesi,22,GAZİOSMANPAŞA,1
19517,2020,1,Anadolu Üniversitesi,21,ESENYURT,3
19518,2019,1,Haliç Üniversitesi,22,PENDİK,1
19519,2019,2,Sakarya Uygulamalı Bilimler Üniversitesi,20,GÜNGÖREN,1
19520,2020,1,Beykoz Üniversitesi,21,MALTEPE,2
19521,2019,1,Gebze Teknik Üniversitesi,21,SULTANGAZİ,1
19522,2019,2,Samsun Üniversitesi,24,ZEYTİNBURNU,1
19523,2020,1,İstanbul Üniversitesi-Cerrahpaşa,19,BÜYÜKÇEKMECE,4
19524,2019,2,Sakarya Üniversitesi,24,TUZLA,1
19525,2019,2,Çukurova Üniversitesi,21,EYÜPSULTAN,1
19526,2019,1,İstanbul Ayvansaray Üniversitesi,19,BAĞCILAR,1
19527,2019,2,İstanbul Gelişim Üniversitesi,22,BAHÇELİEVLER,2
19528,2020,1,Bilecik Şeyh Edebali Üniversitesi,21,BAĞCILAR,5
19529,2020,1,Mimar Sinan Güzel Sanatlar Üniversitesi,20,ÜMRANİYE,1
19530,2019,1,Bolu Abant İzzet Baysal Üniversitesi,22,KAĞITHANE,1
19531,2019,1,Muğla Sıtkı Koçman Üniversitesi,24,BEYKOZ,1
19532,2020,1,Karadeniz Teknik Üniversitesi,19,ARNAVUTKÖY,3
19533,2020,1,Samsun Üniversitesi,20,SANCAKTEPE,1
19534,2020,1,Sakarya Üniversitesi,18,BEYLİKDÜZÜ,1
19535,2019,1,Bursa Teknik Üniversitesi,20,ÇATALCA,1
19536,2020,1,Tekirdağ Namık Kemal,21,KAĞITHANE,5
19537,2019,1,Recep Tayyip Erdoğan,19,PENDİK,1
19538,2020,1,Sivas Cumhuriyet Üniversitesi,21,AVCILAR,2
19539,2019,2,Muğla Sıtkı Koçman Üniversitesi,20,ARNAVUTKÖY,1
19540,2020,1,Fenerbahçe Üniversitesi,21,ATAŞEHİR,2
19541,2020,1,Sakarya Üniversitesi,26,BEYLİKDÜZÜ,1
19542,2020,1,Dokuz Eylül Üniversitesi,21,PENDİK,6
19543,2019,1,Karabük Üniversitesi,22,ÇATALCA,1
19544,2020,1,Karabük Üniversitesi,26,BEŞİKTAŞ,1
19545,2019,2,İstanbul Medeniyet Üniversitesi,22,KÜÇÜKÇEKMECE,2
19546,2020,1,Sakarya Uygulamalı Bilimler Üniversitesi,22,MALTEPE,1
19547,2019,1,İstanbul Medipol Üniversitesi,19,ATAŞEHİR,1
19548,2019,1,İstanbul Esenyurt Üniversitesi,24,AVCILAR,1
19549,2019,2,Fenerbahçe Üniversitesi,20,BEYKOZ,1
19550,2019,1,İzmir Demokrasi Üniversitesi,21,KÜÇÜKÇEKMECE,1
19551,2020,1,İstanbul Üniversitesi,21,MALTEPE,14
19552,2019,2,Kocaeli Üniversitesi,22,KAĞITHANE,2
19553,2019,1,Üsküdar Üniversitesi,24,ÜSKÜDAR,2
19554,2019,2,Zonguldak Bülent Ecevit Üniversitesi,20,BAYRAMPAŞA,1
19555,2019,2,Bingöl Üniversitesi,23,GÜNGÖREN,1
19556,2020,1,Kafkas Üniversitesi,20,SANCAKTEPE,1
19557,2020,1,Ege Üniversitesi,20,EYÜPSULTAN,2
19558,2019,1,Bolu Abant İzzet Baysal Üniversitesi,23,ESENYURT,2
19559,2020,1,İstanbul Teknik Üniversitesi,24,BÜYÜKÇEKMECE,1
19560,2019,2,Yakın Doğu Üniversitesi,25,KÜÇÜKÇEKMECE,1
19561,2019,2,İstanbul Şehir Üniversitesi,20,KARTAL,2
19562,2020,1,Yıldız Teknik Üniversitesi,18,TUZLA,1
19563,2019,1,Yıldız Teknik Üniversitesi,20,BÜYÜKÇEKMECE,4
19564,2019,2,Kadir Has Üniversitesi,22,ÜSKÜDAR,1
19565,2019,2,Gebze Teknik Üniversitesi,20,BAŞAKŞEHİR,1
19566,2019,1,Kocaeli Üniversitesi,21,BAĞCILAR,5
19567,2019,2,İstanbul Teknik Üniversitesi,21,AVCILAR,4
19568,2020,1,İstanbul Üniversitesi-Cerrahpaşa,21,ŞİŞLİ,5
19569,2020,1,Aksaray Üniversitesi,20,KAĞITHANE,1
19570,2019,2,Boğaziçi Üniversitesi,21,ÜSKÜDAR,3
19571,2019,2,Selçuk Üniversitesi,22,KÜÇÜKÇEKMECE,1
19572,2019,1,Kırklareli Üniversitesi,19,FATİH,1
19573,2019,1,Üsküdar Üniversitesi,22,SARIYER,1
19574,2019,2,Yozgat Bozok Üniversitesi,20,GAZİOSMANPAŞA,1
19575,2020,1,Gebze Teknik Üniversitesi,24,SULTANGAZİ,1
19576,2020,1,Boğaziçi Üniversitesi,19,GAZİOSMANPAŞA,5
19577,2020,1,Süleyman Demirel Üniversitesi,19,SULTANGAZİ,1
19578,2019,1,Ankara Üniversitesi,21,AVCILAR,1
19579,2019,2,Zonguldak Bülent Ecevit Üniversitesi,20,ESENLER,1
19580,2020,1,Gaziantep Üniversitesi,19,GAZİOSMANPAŞA,1
19581,2020,1,Polis Akademisi,21,BÜYÜKÇEKMECE,1
19582,2020,1,Ordu Üniversitesi,19,ÜSKÜDAR,1
19583,2019,1,Necmettin Erbakan Üniversitesi,21,GAZİOSMANPAŞA,1
19584,2019,2,Beykent Üniversitesi,21,BAHÇELİEVLER,3
19585,2019,2,Balıkesir Üniversitesi,23,SULTANGAZİ,2
19586,2020,1,Karabük Üniversitesi,22,BEYLİKDÜZÜ,2
19587,2020,1,Trakya Üniversitesi,18,ESENYURT,1
19588,2020,1,Gümüşhane Üniversitesi,20,SANCAKTEPE,2
19589,2020,1,Gebze Teknik Üniversitesi,22,ARNAVUTKÖY,1
19590,2020,1,Nevşehir Hacı Bektaş Veli Üniversitesi,19,SULTANBEYLİ,1
19591,2019,2,İzmir Katip Çelebi Üniversitesi,22,SANCAKTEPE,1
19592,2020,1,Erciyes Üniversitesi,18,SULTANBEYLİ,1
19593,2019,1,Beykent Üniversitesi,21,ESENYURT,4
19594,2019,2,Trabzon Üniversitesi,23,BAĞCILAR,1
19595,2019,2,Orta Doğu Teknik Üniversitesi,20,BAHÇELİEVLER,1
19596,2020,1,Karabük Üniversitesi,20,ZEYTİNBURNU,5
19597,2020,1,Bahçeşehir Üniversitesi,22,ESENLER,1
19598,2020,1,Milli Savunma Üniversitesi,23,GAZİOSMANPAŞA,1
19599,2020,1,Üsküdar Üniversitesi,19,ÜSKÜDAR,1
19600,2019,1,Gebze Teknik Üniversitesi,20,PENDİK,3
19601,2019,2,İstanbul Teknik Üniversitesi,20,FATİH,2
19602,2020,1,Kıbrıs Sosyal Bilimler Üniversitesi​,22,SİLİVRİ,1
19603,2020,1,İnönü Üniversitesi,22,BAŞAKŞEHİR,1
19604,2020,1,Bursa Teknik Üniversitesi,20,KÜÇÜKÇEKMECE,1
19605,2019,1,Atatürk Üniversitesi,23,SULTANBEYLİ,1
19606,2019,1,Karadeniz Teknik Üniversitesi,19,EYÜPSULTAN,1
19607,2019,2,Marmara Üniversitesi,26,BEYKOZ,2
19608,2020,1,Muğla Sıtkı Koçman Üniversitesi,24,GAZİOSMANPAŞA,1
19609,2020,1,Tekirdağ Namık Kemal,19,SANCAKTEPE,7
19610,2019,1,Bartın Üniversitesi,22,TUZLA,1
19611,2020,1,Munzur Üniversitesi,20,AVCILAR,1
19612,2019,2,İstanbul Medeniyet Üniversitesi,21,FATİH,1
19613,2019,2,Düzce Üniversitesi,23,SULTANBEYLİ,5
19614,2020,1,Türk-Alman Üniversitesi,21,KADIKÖY,2
19615,2020,1,Bolu Abant İzzet Baysal Üniversitesi,18,ESENYURT,3
19616,2020,1,Ankara Üniversitesi,21,ÜMRANİYE,1
19617,2019,1,Siirt Üniversitesi,22,ESENYURT,1
19618,2020,1,Nişantaşı Üniversitesi,20,BEYKOZ,2
19619,2019,2,Biruni Üniversitesi,21,SANCAKTEPE,1
19620,2019,1,Beykent Üniversitesi,19,SARIYER,1
19621,2019,2,Marmara Üniversitesi,26,BAĞCILAR,2
19622,2020,1,Mimar Sinan Güzel Sanatlar Üniversitesi,20,BAŞAKŞEHİR,2
19623,2019,2,Kütahya Dumlupınar Üniversitesi,20,KARTAL,1
19624,2020,1,İstanbul Sağlık ve Teknoloji Üniversitesi,20,KARTAL,1
19625,2019,1,Ankara Hacı Bayram Veli Üniversitesi,23,BAŞAKŞEHİR,1
19626,2020,1,Süleyman Demirel Üniversitesi,21,KARTAL,2
19627,2019,2,Sakarya Üniversitesi,20,SANCAKTEPE,5
19628,2019,1,İstanbul Üniversitesi-Cerrahpaşa,23,BAĞCILAR,6
19629,2019,2,Kocaeli Üniversitesi,21,SARIYER,4
19630,2020,1,Adana Alparslan Türkeş Bilim Ve Teknoloji Üniversitesi,23,SULTANGAZİ,1
19631,2020,1,Doğuş Üniversitesi,20,SARIYER,1
19632,2020,1,Yıldız Teknik Üniversitesi,22,SANCAKTEPE,5
19633,2019,2,Sağlık Bilimleri Üniversitesi,20,ÇEKMEKÖY,1
19634,2019,2,Yıldız Teknik Üniversitesi,22,SULTANBEYLİ,1
19635,2020,1,Eskişehir Osmangazi Üniversitesi,23,KARTAL,1
19636,2019,1,Çukurova Üniversitesi,26,TUZLA,1
19637,2019,2,İstanbul Üniversitesi-Cerrahpaşa,22,BEYKOZ,1
19638,2020,1,İstanbul Sağlık ve Teknoloji Üniversitesi,18,SULTANGAZİ,2
19639,2019,1,Kırklareli Üniversitesi,20,KÜÇÜKÇEKMECE,4
19640,2019,2,İstanbul Üniversitesi-Cerrahpaşa,25,ESENYURT,2
19641,2019,2,İstanbul Üniversitesi,21,SANCAKTEPE,9
19642,2019,1,Ondokuz Mayıs Üniversitesi,24,MALTEPE,1
19643,2019,2,Muğla Sıtkı Koçman Üniversitesi,19,BAHÇELİEVLER,1
19644,2020,1,İstanbul Bilgi Üniversitesi,22,EYÜP,1
19645,2019,1,Adıyaman Üniversitesi,20,SİLİVRİ,1
19646,2020,1,Adıyaman Üniversitesi,22,ZEYTİNBURNU,1
19647,2019,1,Marmara Üniversitesi,23,SULTANBEYLİ,2
19648,2020,1,Trabzon Üniversitesi,20,BÜYÜKÇEKMECE,1
19649,2019,1,Tekirdağ Namık Kemal,21,ARNAVUTKÖY,5
19650,2020,1,İstanbul Gelişim Üniversitesi,22,BAĞCILAR,6
19651,2020,1,Burdur Mehmet Akif Ersoy Üniversitesi,21,PENDİK,3
19652,2019,2,Muğla Sıtkı Koçman Üniversitesi,21,GÜNGÖREN,1
19653,2020,1,Sakarya Üniversitesi,22,BAYRAMPAŞA,3
19654,2019,1,Kastamonu Üniversitesi,20,KÜÇÜKÇEKMECE,1
19655,2019,2,Mardin Artuklu Üniversitesi,24,BAĞCILAR,1
19656,2020,1,Acıbadem Mehmet Ali Aydınlar Üniversitesi,22,ARNAVUTKÖY,1
19657,2019,1,Karabük Üniversitesi,21,SULTANBEYLİ,3
19658,2020,1,Bursa Uludağ Üniversitesi,18,BAĞCILAR,4
19659,2020,1,İstanbul Aydın Üniversitesi,18,ESENYURT,2
19660,2020,1,İstanbul Teknik Üniversitesi,23,EYÜPSULTAN,5
19661,2019,1,Sağlık Bilimleri Üniversitesi,19,BAHÇELİEVLER,1
19662,2019,2,Yıldız Teknik Üniversitesi,19,KARTAL,2
19663,2020,1,Beykent Üniversitesi,21,BAĞCILAR,2
19664,2020,1,Kocaeli Üniversitesi,20,MALTEPE,26
19665,2020,1,Anadolu Üniversitesi,24,GÜNGÖREN,1
19666,2020,1,Dicle Üniversitesi,23,ESENLER,1
19667,2020,1,Ondokuz Mayıs Üniversitesi,21,BAYRAMPAŞA,1
19668,2020,1,İstanbul Ayvansaray Üniversitesi,19,GAZİOSMANPAŞA,1
19669,2020,1,Haliç Üniversitesi,21,KAĞITHANE,1
19670,2020,1,Erzurum Teknik Üniversitesi,22,BAHÇELİEVLER,1
19671,2019,1,İstanbul Yeni Yüzyıl Üniversitesi,25,BAHÇELİEVLER,1
19672,2019,1,Bilecik Şeyh Edebali Üniversitesi,21,ESENYURT,2
19673,2020,1,Hacettepe Üniversitesi,20,ZEYTİNBURNU,1
19674,2019,2,İzmir Yüksek Teknoloji Enstitüsü,24,AVCILAR,1
19675,2020,1,Çanakkale Onsekiz Mart Üniversitesi,19,TUZLA,1
19676,2020,1,Harran Üniversitesi,21,KÜÇÜKÇEKMECE,1
19677,2019,2,Karadeniz Teknik Üniversitesi,22,SULTANBEYLİ,1
19678,2020,1,İstanbul Arel Üniversitesi,23,BAĞCILAR,1
19679,2020,1,Karabük Üniversitesi,20,BAĞCILAR,9
19680,2019,2,Uşak Üniversitesi,24,BAĞCILAR,1
19681,2020,1,Karabük Üniversitesi,21,SİLİVRİ,2
19682,2020,1,Marmara Üniversitesi,21,SULTANGAZİ,11
19683,2020,1,Ankara Sosyal Bilimler Üniversitesi,19,BAĞCILAR,1
19684,2020,1,İstanbul Medipol Üniversitesi,20,ÜSKÜDAR,7
19685,2019,2,Zonguldak Bülent Ecevit Üniversitesi,22,BEYKOZ,1
19686,2020,1,Yalova Üniversitesi,18,SULTANBEYLİ,3
19687,2019,2,İstanbul Üniversitesi-Cerrahpaşa,22,BAĞCILAR,13
19688,2019,2,Çukurova Üniversitesi,22,BÜYÜKÇEKMECE,1
19689,2019,1,Sakarya Üniversitesi,25,BAHÇELİEVLER,1
19690,2019,2,Bandırma Onyedi Eylül,20,SULTANBEYLİ,2
19691,2020,1,Marmara Üniversitesi,23,FATİH,7
19692,2019,1,Tekirdağ Namık Kemal,23,SULTANGAZİ,4
19693,2019,1,İstanbul Teknik Üniversitesi,23,ŞİŞLİ,3
19694,2019,1,İstanbul Teknik Üniversitesi,20,EYÜPSULTAN,1
19695,2019,2,Yıldız Teknik Üniversitesi,24,PENDİK,2
19696,2020,1,Düzce Üniversitesi,23,SANCAKTEPE,3
19697,2020,1,Erzincan Binali Yıldırım Üniversitesi,22,ÜMRANİYE,1
19698,2020,1,Sakarya Uygulamalı Bilimler Üniversitesi,18,BEYKOZ,1
19699,2019,1,Çanakkale Onsekiz Mart Üniversitesi,19,ÜMRANİYE,1
19700,2020,1,Hacettepe Üniversitesi,19,ÜMRANİYE,2
19701,2020,1,İstanbul Üniversitesi,25,BAĞCILAR,2
19702,2020,1,Haliç Üniversitesi,19,EYÜPSULTAN,2
19703,2019,1,Kadir Has Üniversitesi,22,KÜÇÜKÇEKMECE,1
19704,2019,2,Çanakkale Onsekiz Mart Üniversitesi,19,ZEYTİNBURNU,1
19705,2019,2,Selçuk Üniversitesi,19,SULTANGAZİ,1
19706,2019,2,Haliç Üniversitesi,21,BEŞİKTAŞ,1
19707,2019,1,Kırklareli Üniversitesi,19,SİLİVRİ,1
19708,2019,2,Düzce Üniversitesi,25,PENDİK,1
19709,2019,2,Dicle Üniversitesi,22,BÜYÜKÇEKMECE,1
19710,2020,1,İstanbul Gedik Üniversitesi,22,ÜSKÜDAR,1
19711,2020,1,Bursa Uludağ Üniversitesi,20,BEYLİKDÜZÜ,2
19712,2020,1,Boğaziçi Üniversitesi,21,BAŞAKŞEHİR,3
19713,2020,1,İstanbul Üniversitesi,20,ÜSKÜDAR,14
19714,2020,1,Akdeniz Üniversitesi,23,GAZİOSMANPAŞA,1
19715,2020,1,Düzce Üniversitesi,20,ATAŞEHİR,3
19716,2019,2,Ankara Hacı Bayram Veli Üniversitesi,19,MALTEPE,1
19717,2019,2,Kastamonu Üniversitesi,21,MALTEPE,1
19718,2020,1,Kırklareli Üniversitesi,21,SANCAKTEPE,7
19719,2019,2,Giresun Üniversitesi,20,SULTANBEYLİ,1
19720,2019,2,Bursa Uludağ Üniversitesi,23,SARIYER,1
19721,2019,2,Işık Üniversitesi,23,ATAŞEHİR,1
19722,2019,1,Burdur Mehmet Akif Ersoy Üniversitesi,21,KARTAL,1
19723,2019,2,Hacettepe Üniversitesi,21,ÇATALCA,1
19724,2020,1,Orta Doğu Teknik Üniversitesi,20,BEYKOZ,1
19725,2019,1,Gebze Teknik Üniversitesi,22,EYÜPSULTAN,1
19726,2020,1,İstinye Üniversitesi,22,ÜMRANİYE,1
19727,2020,1,İstanbul Medeniyet Üniversitesi,18,BEYOĞLU,1
19728,2019,2,Sakarya Üniversitesi,21,FATİH,1
19729,2019,2,Bursa Uludağ Üniversitesi,21,SULTANGAZİ,8
19730,2019,2,İstanbul Medipol Üniversitesi,21,SANCAKTEPE,1
19731,2019,2,Yıldız Teknik Üniversitesi,20,KÜÇÜKÇEKMECE,3
19732,2020,1,Marmara Üniversitesi,21,BAŞAKŞEHİR,17
19733,2019,2,İstanbul Üniversitesi,26,ARNAVUTKÖY,1
19734,2020,1,Yıldız Teknik Üniversitesi,23,SARIYER,1
19735,2020,1,Kırıkkale Üniversitesi,19,BEYOĞLU,1
19736,2020,1,Manisa Celâl Bayar Üniversitesi,24,PENDİK,2
19737,2019,2,İstinye Üniversitesi,21,KAĞITHANE,1
19738,2020,1,Bahçeşehir Üniversitesi,20,BAHÇELİEVLER,1
19739,2019,2,Sakarya Üniversitesi,22,BEYOĞLU,3
19740,2020,1,Üsküdar Üniversitesi,23,ÜMRANİYE,2
19741,2019,2,Altınbaş Üniversitesi,20,ESENYURT,1
19742,2019,2,Orta Doğu Teknik Üniversitesi,22,ESENLER,1
19743,2019,2,İstanbul Medeniyet Üniversitesi,20,BAĞCILAR,1
19744,2019,1,Ankara Yıldırım Beyazıt Üniversitesi,20,BAĞCILAR,2
19745,2019,2,Çanakkale Onsekiz Mart Üniversitesi,21,BEYLİKDÜZÜ,2
19746,2019,1,Karabük Üniversitesi,20,ESENYURT,2
19747,2019,1,Zonguldak Bülent Ecevit Üniversitesi,22,ÜMRANİYE,1
19748,2020,1,Mimar Sinan Güzel Sanatlar Üniversitesi,23,AVCILAR,1
19749,2020,1,Muğla Sıtkı Koçman Üniversitesi,19,ZEYTİNBURNU,1
19750,2019,1,İstanbul Aydın Üniversitesi,20,SANCAKTEPE,1
19751,2020,1,İstanbul Medipol Üniversitesi,20,ESENYURT,2
19752,2020,1,Mimar Sinan Güzel Sanatlar Üniversitesi,21,BEYKOZ,2
19753,2020,1,Trakya Üniversitesi,21,ESENLER,16
19754,2020,1,Fatih Sultan Mehmet Vakıf Üniversitesi,20,FATİH,1
19755,2019,1,İstanbul Medeniyet Üniversitesi,19,ÇEKMEKÖY,2
19756,2019,2,İstanbul Kent Üniversitesi,19,SANCAKTEPE,1
19757,2019,2,Kocaeli Üniversitesi,24,TUZLA,1
19758,2019,1,Erciyes Üniversitesi,20,SARIYER,1
19759,2019,2,İstanbul Teknik Üniversitesi,21,KÜÇÜKÇEKMECE,2
19760,2019,2,Bilecik Şeyh Edebali Üniversitesi,21,TUZLA,1
19761,2020,1,Selçuk Üniversitesi,20,TUZLA,2
19762,2020,1,Gaziantep Üniversitesi,23,KARTAL,1
19763,2019,2,İstanbul Üniversitesi,22,BAKIRKÖY,1
19764,2019,2,İstanbul Medeniyet Üniversitesi,21,KARTAL,9
19765,2020,1,Dokuz Eylül Üniversitesi,21,BEŞİKTAŞ,2
19766,2020,1,Ondokuz Mayıs Üniversitesi,19,SULTANBEYLİ,2
19767,2020,1,İstanbul Kent Üniversitesi,21,ESENLER,1
19768,2019,1,Bahçeşehir Üniversitesi,19,GÜNGÖREN,1
19769,2019,1,Niğde Ömer Halisdemir,19,GÜNGÖREN,1
19770,2020,1,Doğuş Üniversitesi,22,PENDİK,2
19771,2019,2,Gaziantep Üniversitesi,24,FATİH,1
19772,2019,1,Nişantaşı Üniversitesi,23,FATİH,2
19773,2019,1,Sakarya Üniversitesi,20,AVCILAR,3
19774,2020,1,Balıkesir Üniversitesi,23,PENDİK,2
19775,2019,1,Eskişehir Teknik Üniversitesi,21,BAŞAKŞEHİR,1
19776,2020,1,Siirt Üniversitesi,19,ZEYTİNBURNU,1
19777,2020,1,Acıbadem Mehmet Ali Aydınlar Üniversitesi,22,BAĞCILAR,1
19778,2020,1,Bolu Abant İzzet Baysal Üniversitesi,19,BAŞAKŞEHİR,2
19779,2020,1,İstanbul Sabahattin Zaim Üniversitesi,23,KÜÇÜKÇEKMECE,2
19780,2019,1,İstanbul Medeniyet Üniversitesi,20,BEYOĞLU,2
19781,2020,1,Alanya Alaaddin Keykubat Üniversitesi,18,KÜÇÜKÇEKMECE,1
19782,2019,2,Aydın Adnan Menderes,23,PENDİK,1
19783,2019,1,İstanbul Aydın Üniversitesi,20,ESENYURT,3
19784,2019,2,Uşak Üniversitesi,25,TUZLA,1
19785,2019,1,Kocaeli Üniversitesi,23,GAZİOSMANPAŞA,1
19786,2020,1,Anadolu Üniversitesi,21,BAYRAMPAŞA,1
19787,2019,1,Düzce Üniversitesi,20,ÜSKÜDAR,5
19788,2019,2,Karabük Üniversitesi,23,BEYLİKDÜZÜ,2
19789,2019,1,İstanbul Üniversitesi,22,ÜSKÜDAR,6
19790,2020,1,Mimar Sinan Güzel Sanatlar Üniversitesi,23,ARNAVUTKÖY,1
19791,2019,2,Yalova Üniversitesi,21,ESENLER,2
19792,2020,1,Şırnak Üniversitesi,25,AVCILAR,1
19793,2019,2,Trakya Üniversitesi,20,TUZLA,1
19794,2020,1,Bursa Uludağ Üniversitesi,22,BAŞAKŞEHİR,1
19795,2020,1,Sakarya Uygulamalı Bilimler Üniversitesi,22,ÜMRANİYE,3
19796,2019,2,Maltepe Üniversitesi,23,SANCAKTEPE,1
19797,2020,1,Ankara Hacı Bayram Veli Üniversitesi,19,ESENYURT,1
